"customer_id","current_age","gender","numeric_yearly_income","numeric_total_debt","credit_score","dti_ratio","generational_segment","credit_score_bucket"
254,30,Male,67589.00,0.00,734,0.00,Millennials,Medium Risk (600-740)
226,30,Male,92960.00,64167.00,724,828.32,Millennials,Medium Risk (600-740)
1307,52,Female,87030.00,156474.00,646,2157.52,Gen X,Medium Risk (600-740)
1095,72,Male,22918.00,11371.00,750,595.39,Boomers+,Low Risk (>740)
1729,29,Female,49842.00,79750.00,698,1920.07,Gen Z,Medium Risk (600-740)
1466,36,Female,35933.00,23451.00,812,783.16,Millennials,Low Risk (>740)
1226,42,Male,36860.00,65049.00,714,2117.71,Millennials,Medium Risk (600-740)
1755,53,Male,28269.00,66681.00,734,2830.56,Gen X,Medium Risk (600-740)
475,20,Male,40426.00,76199.00,727,2261.88,Gen Z,Medium Risk (600-740)
1956,43,Female,37371.00,3378.00,739,108.47,Millennials,Medium Risk (600-740)
706,33,Female,67589.00,106072.00,602,1883.24,Millennials,Medium Risk (600-740)
474,55,Male,80957.00,161166.00,683,2388.91,Gen X,Medium Risk (600-740)
1259,64,Female,192269.00,100192.00,700,625.32,Boomers+,Medium Risk (600-740)
320,34,Male,35641.00,64419.00,625,2168.93,Millennials,Medium Risk (600-740)
93,33,Female,28696.00,52910.00,686,2212.57,Millennials,Medium Risk (600-740)
1182,30,Male,38153.00,92466.00,658,2908.27,Millennials,Medium Risk (600-740)
150,51,Female,71490.00,0.00,782,0.00,Gen X,Low Risk (>740)
1327,20,Female,43006.00,26144.00,688,729.50,Gen Z,Medium Risk (600-740)
784,44,Male,49523.00,89129.00,688,2159.70,Millennials,Medium Risk (600-740)
1471,31,Male,21876.00,20169.00,786,1106.36,Millennials,Low Risk (>740)
367,27,Female,44843.00,67179.00,756,1797.71,Gen Z,Low Risk (>740)
1050,43,Female,35938.00,47204.00,670,1576.18,Millennials,Medium Risk (600-740)
207,73,Female,28553.00,19507.00,745,819.82,Boomers+,Low Risk (>740)
1838,18,Female,39803.00,53607.00,695,1616.17,Gen Z,Medium Risk (600-740)
798,50,Female,49076.00,56547.00,715,1382.68,Gen X,Medium Risk (600-740)
1207,41,Male,56368.00,71544.00,664,1523.08,Millennials,Medium Risk (600-740)
1012,35,Female,32855.00,94228.00,693,3441.59,Millennials,Medium Risk (600-740)
844,65,Male,18149.00,26672.00,738,1763.54,Boomers+,Medium Risk (600-740)
334,44,Male,40407.00,25986.00,697,771.73,Millennials,Medium Risk (600-740)
815,19,Male,48418.00,73106.00,756,1811.87,Gen Z,Low Risk (>740)
1100,61,Male,59815.00,73325.00,573,1471.04,Boomers+,High Risk (<600)
407,23,Female,42454.00,63754.00,750,1802.06,Gen Z,Low Risk (>740)
1244,43,Female,32775.00,72785.00,637,2664.90,Millennials,Medium Risk (600-740)
1740,36,Male,57532.00,61268.00,735,1277.93,Millennials,Medium Risk (600-740)
1754,34,Female,26325.00,32456.00,562,1479.48,Millennials,High Risk (<600)
1184,70,Male,68765.00,75608.00,798,1319.42,Boomers+,Low Risk (>740)
1440,26,Male,38670.00,80894.00,630,2510.29,Gen Z,Medium Risk (600-740)
200,57,Female,36528.00,109785.00,701,3606.60,Gen X,Medium Risk (600-740)
1446,28,Male,28163.00,50872.00,689,2167.61,Gen Z,Medium Risk (600-740)
1263,56,Female,36652.00,60949.00,600,1995.49,Gen X,Medium Risk (600-740)
1483,18,Male,54427.00,96369.00,714,2124.73,Gen Z,Medium Risk (600-740)
1085,27,Female,74198.00,16084.00,838,260.13,Gen Z,Low Risk (>740)
1961,18,Male,34904.00,46002.00,657,1581.55,Gen Z,Medium Risk (600-740)
776,55,Male,97455.00,219213.00,616,2699.25,Gen X,Medium Risk (600-740)
890,37,Female,52181.00,26792.00,727,616.13,Millennials,Medium Risk (600-740)
1445,68,Male,27939.00,11243.00,841,482.89,Boomers+,Low Risk (>740)
74,54,Female,41957.00,151027.00,783,4319.48,Gen X,Low Risk (>740)
1216,26,Female,40102.00,57857.00,601,1731.30,Gen Z,Medium Risk (600-740)
797,61,Female,62005.00,149968.00,651,2902.37,Boomers+,Medium Risk (600-740)
610,18,Male,44061.00,107955.00,713,2940.15,Gen Z,Medium Risk (600-740)
1917,49,Male,58503.00,37838.00,680,776.12,Gen X,Medium Risk (600-740)
975,28,Female,29478.00,39224.00,675,1596.74,Gen Z,Medium Risk (600-740)
109,29,Female,40005.00,37694.00,737,1130.68,Gen Z,Medium Risk (600-740)
547,70,Male,31901.00,16285.00,778,612.58,Boomers+,Low Risk (>740)
347,28,Female,44046.00,57982.00,557,1579.68,Gen Z,High Risk (<600)
201,61,Male,35823.00,96691.00,732,3238.96,Boomers+,Medium Risk (600-740)
1368,29,Female,44976.00,80109.00,717,2137.38,Gen Z,Medium Risk (600-740)
1547,28,Male,40035.00,69241.00,684,2075.41,Gen Z,Medium Risk (600-740)
1812,31,Female,50978.00,76898.00,574,1810.15,Millennials,High Risk (<600)
1379,76,Male,34408.00,9107.00,701,317.61,Boomers+,Medium Risk (600-740)
82,22,Female,2026.00,1417.00,779,839.29,Gen Z,Low Risk (>740)
1053,59,Male,55571.00,93460.00,636,2018.17,Gen X,Medium Risk (600-740)
1893,26,Male,53182.00,99550.00,623,2246.25,Gen Z,Medium Risk (600-740)
955,33,Male,33944.00,53353.00,798,1886.15,Millennials,Low Risk (>740)
856,54,Male,114318.00,328089.00,748,3443.96,Gen X,Low Risk (>740)
1361,67,Male,28714.00,12978.00,638,542.37,Boomers+,Medium Risk (600-740)
261,41,Male,59093.00,117325.00,737,2382.52,Millennials,Medium Risk (600-740)
64,39,Female,51465.00,0.00,702,0.00,Millennials,Medium Risk (600-740)
1864,20,Male,50776.00,19785.00,701,467.58,Gen Z,Medium Risk (600-740)
1768,28,Female,51391.00,84768.00,573,1979.37,Gen Z,High Risk (<600)
1151,53,Male,920.00,1914.00,788,2496.52,Gen X,Low Risk (>740)
356,50,Female,41420.00,0.00,691,0.00,Gen X,Medium Risk (600-740)
1393,52,Female,34460.00,43936.00,692,1529.98,Gen X,Medium Risk (600-740)
865,41,Male,37786.00,107692.00,693,3420.06,Millennials,Medium Risk (600-740)
1914,21,Female,42161.00,59210.00,672,1685.25,Gen Z,Medium Risk (600-740)
1641,30,Male,51998.00,73575.00,640,1697.95,Millennials,Medium Risk (600-740)
707,22,Female,37253.00,63522.00,576,2046.18,Gen Z,High Risk (<600)
3,49,Male,27943.00,18693.00,681,802.76,Gen X,Medium Risk (600-740)
754,76,Female,32817.00,27209.00,705,994.94,Boomers+,Medium Risk (600-740)
148,62,Male,38681.00,113190.00,663,3511.49,Boomers+,Medium Risk (600-740)
127,48,Male,31553.00,63938.00,729,2431.64,Gen X,Medium Risk (600-740)
1675,36,Male,49993.00,52978.00,767,1271.65,Millennials,Low Risk (>740)
747,63,Male,28828.00,49793.00,687,2072.69,Boomers+,Medium Risk (600-740)
1942,77,Female,1.00,0.00,673,0.00,Boomers+,Medium Risk (600-740)
452,31,Male,63356.00,140107.00,704,2653.71,Millennials,Medium Risk (600-740)
1157,33,Female,57526.00,82715.00,812,1725.45,Millennials,Low Risk (>740)
1534,36,Male,80794.00,3867.00,803,57.43,Millennials,Low Risk (>740)
1086,57,Female,76274.00,102611.00,698,1614.35,Gen X,Medium Risk (600-740)
1984,29,Female,38861.00,62080.00,528,1916.99,Gen Z,High Risk (<600)
835,32,Male,45312.00,11788.00,681,312.18,Millennials,Medium Risk (600-740)
758,63,Male,43180.00,36832.00,764,1023.58,Boomers+,Low Risk (>740)
1795,25,Female,60310.00,91017.00,647,1810.98,Gen Z,Medium Risk (600-740)
1221,64,Female,30747.00,51667.00,850,2016.47,Boomers+,Low Risk (>740)
1821,21,Male,43617.00,16661.00,803,458.38,Gen Z,Low Risk (>740)
1248,51,Female,43386.00,2192.00,698,60.63,Gen X,Medium Risk (600-740)
1900,62,Female,36465.00,12789.00,688,420.86,Boomers+,Medium Risk (600-740)
597,72,Male,65055.00,1676.00,736,30.92,Boomers+,Medium Risk (600-740)
1620,21,Male,36924.00,71952.00,701,2338.38,Gen Z,Medium Risk (600-740)
1213,34,Male,43579.00,96994.00,795,2670.85,Millennials,Low Risk (>740)
619,54,Male,53986.00,58381.00,748,1297.69,Gen X,Low Risk (>740)
1043,21,Female,97127.00,210206.00,660,2597.09,Gen Z,Medium Risk (600-740)
394,52,Male,69604.00,47193.00,684,813.63,Gen X,Medium Risk (600-740)
1376,49,Female,62019.00,85666.00,543,1657.54,Gen X,High Risk (<600)
834,19,Male,32550.00,82878.00,746,3055.41,Gen Z,Low Risk (>740)
837,30,Male,36092.00,63276.00,679,2103.82,Millennials,Medium Risk (600-740)
1257,55,Male,48259.00,146774.00,721,3649.66,Gen X,Medium Risk (600-740)
1966,42,Male,31499.00,45661.00,782,1739.52,Millennials,Low Risk (>740)
358,36,Female,31079.00,91845.00,605,3546.25,Millennials,Medium Risk (600-740)
912,46,Male,47395.00,41381.00,755,1047.73,Gen X,Low Risk (>740)
605,42,Male,47542.00,2667.00,725,67.32,Millennials,Medium Risk (600-740)
1362,58,Male,72510.00,44317.00,727,733.42,Gen X,Medium Risk (600-740)
1513,48,Male,65736.00,206000.00,733,3760.50,Gen X,Medium Risk (600-740)
1521,71,Female,19581.00,21424.00,706,1312.95,Boomers+,Medium Risk (600-740)
564,57,Male,42411.00,111077.00,765,3142.87,Gen X,Low Risk (>740)
1309,87,Female,55902.00,3385.00,531,72.66,Boomers+,High Risk (<600)
1583,38,Male,52844.00,0.00,826,0.00,Millennials,Low Risk (>740)
1885,46,Male,37056.00,75730.00,753,2452.40,Gen X,Low Risk (>740)
1566,44,Male,40220.00,106171.00,718,3167.71,Millennials,Medium Risk (600-740)
401,81,Male,28644.00,879.00,806,36.82,Boomers+,Low Risk (>740)
15,52,Female,29673.00,12950.00,788,523.71,Gen X,Low Risk (>740)
1666,61,Male,46954.00,69753.00,578,1782.67,Boomers+,High Risk (<600)
509,33,Male,44534.00,107410.00,702,2894.24,Millennials,Medium Risk (600-740)
954,51,Male,37963.00,102716.00,772,3246.82,Gen X,Low Risk (>740)
832,40,Female,50329.00,76759.00,625,1830.17,Millennials,Medium Risk (600-740)
1046,44,Male,36715.00,74022.00,547,2419.35,Millennials,High Risk (<600)
630,60,Male,39521.00,61861.00,491,1878.32,Gen X,High Risk (<600)
1561,78,Female,51014.00,23366.00,759,549.64,Boomers+,Low Risk (>740)
1548,41,Male,73067.00,6332.00,721,103.99,Millennials,Medium Risk (600-740)
221,63,Female,44183.00,89852.00,850,2440.36,Boomers+,Low Risk (>740)
1991,21,Male,22922.00,9004.00,694,471.37,Gen Z,Medium Risk (600-740)
1328,28,Female,84987.00,162718.00,600,2297.55,Gen Z,Medium Risk (600-740)
1901,63,Female,33728.00,107287.00,730,3817.14,Boomers+,Medium Risk (600-740)
665,81,Female,11613.00,427.00,790,44.12,Boomers+,Low Risk (>740)
442,47,Male,48600.00,23992.00,791,592.40,Gen X,Low Risk (>740)
1626,58,Male,60292.00,114223.00,531,2273.40,Gen X,High Risk (<600)
1539,42,Female,58034.00,129546.00,676,2678.69,Millennials,Medium Risk (600-740)
601,68,Male,43004.00,15304.00,761,427.05,Boomers+,Low Risk (>740)
541,51,Female,29144.00,35268.00,645,1452.15,Gen X,Medium Risk (600-740)
210,46,Male,25850.00,56285.00,630,2612.84,Gen X,Medium Risk (600-740)
206,28,Female,37583.00,51633.00,782,1648.61,Gen Z,Low Risk (>740)
926,20,Female,41403.00,206131.00,776,5974.38,Gen Z,Low Risk (>740)
115,61,Male,101018.00,78115.00,748,927.93,Boomers+,Low Risk (>740)
1779,30,Male,32125.00,58712.00,733,2193.13,Millennials,Medium Risk (600-740)
248,80,Female,13596.00,352.00,684,31.07,Boomers+,Medium Risk (600-740)
1003,51,Male,80526.00,117380.00,632,1749.20,Gen X,Medium Risk (600-740)
294,36,Male,43953.00,76915.00,607,2099.92,Millennials,Medium Risk (600-740)
118,56,Female,31533.00,42315.00,753,1610.31,Gen X,Low Risk (>740)
292,23,Female,42711.00,48493.00,717,1362.45,Gen Z,Medium Risk (600-740)
755,74,Female,23137.00,4871.00,642,252.63,Boomers+,Medium Risk (600-740)
1878,18,Male,39778.00,60850.00,702,1835.69,Gen Z,Medium Risk (600-740)
1432,42,Male,69747.00,80763.00,741,1389.53,Millennials,Low Risk (>740)
456,54,Male,34947.00,49024.00,751,1683.37,Gen X,Low Risk (>740)
623,63,Male,77961.00,39811.00,616,612.78,Boomers+,Medium Risk (600-740)
1426,22,Female,114692.00,91575.00,805,958.13,Gen Z,Low Risk (>740)
47,47,Male,25434.00,45540.00,712,2148.62,Gen X,Medium Risk (600-740)
760,56,Female,37558.00,72514.00,778,2316.86,Gen X,Low Risk (>740)
956,30,Female,47110.00,57159.00,804,1455.97,Millennials,Low Risk (>740)
194,52,Male,30681.00,81680.00,746,3194.68,Gen X,Low Risk (>740)
693,20,Female,65051.00,220951.00,703,4075.90,Gen Z,Medium Risk (600-740)
1246,49,Female,31008.00,60527.00,713,2342.38,Gen X,Medium Risk (600-740)
641,62,Male,37556.00,0.00,735,0.00,Boomers+,Medium Risk (600-740)
1060,76,Male,21547.00,16040.00,785,893.30,Boomers+,Low Risk (>740)
1292,20,Male,29051.00,5819.00,774,240.36,Gen Z,Low Risk (>740)
1113,19,Female,28953.00,3619.00,738,149.99,Gen Z,Medium Risk (600-740)
245,39,Female,58774.00,94053.00,528,1920.30,Millennials,High Risk (<600)
774,46,Male,33395.00,57774.00,588,2076.02,Gen X,High Risk (<600)
1822,87,Female,22894.00,1501.00,767,78.68,Boomers+,Low Risk (>740)
1209,45,Female,63815.00,4832.00,699,90.86,Millennials,Medium Risk (600-740)
997,57,Female,54963.00,105623.00,675,2306.05,Gen X,Medium Risk (600-740)
1180,28,Male,35940.00,54354.00,595,1814.82,Gen Z,High Risk (<600)
318,62,Male,36911.00,93367.00,724,3035.42,Boomers+,Medium Risk (600-740)
691,34,Female,44838.00,109951.00,561,2942.62,Millennials,High Risk (<600)
1993,59,Female,92785.00,122254.00,786,1581.13,Gen X,Low Risk (>740)
252,67,Male,34985.00,29409.00,723,1008.74,Boomers+,Medium Risk (600-740)
1757,39,Male,42086.00,79530.00,784,2267.64,Millennials,Low Risk (>740)
1324,45,Female,38872.00,94970.00,663,2931.78,Millennials,Medium Risk (600-740)
1557,50,Female,48295.00,109558.00,707,2722.22,Gen X,Medium Risk (600-740)
1555,28,Female,39708.00,113715.00,717,3436.54,Gen Z,Medium Risk (600-740)
941,56,Female,45416.00,82611.00,713,2182.78,Gen X,Medium Risk (600-740)
156,36,Female,28007.00,0.00,691,0.00,Millennials,Medium Risk (600-740)
24,48,Female,38554.00,47186.00,708,1468.67,Gen X,Medium Risk (600-740)
302,27,Female,37384.00,120327.00,706,3862.41,Gen Z,Medium Risk (600-740)
949,29,Female,63684.00,96864.00,709,1825.21,Gen Z,Medium Risk (600-740)
1281,92,Female,26546.00,2480.00,689,112.11,Boomers+,Medium Risk (600-740)
1428,35,Female,28472.00,42750.00,508,1801.77,Millennials,High Risk (<600)
433,49,Male,31957.00,12347.00,771,463.64,Gen X,Low Risk (>740)
584,61,Male,29195.00,64881.00,743,2666.80,Boomers+,Low Risk (>740)
1832,36,Male,36372.00,79220.00,684,2613.66,Millennials,Medium Risk (600-740)
222,48,Female,93417.00,115916.00,714,1489.01,Gen X,Medium Risk (600-740)
648,40,Female,29854.00,66044.00,674,2654.68,Millennials,Medium Risk (600-740)
1939,43,Female,25207.00,34107.00,685,1623.69,Millennials,Medium Risk (600-740)
722,25,Male,32966.00,73741.00,707,2684.26,Gen Z,Medium Risk (600-740)
1889,66,Male,47972.00,0.00,748,0.00,Boomers+,Low Risk (>740)
1229,50,Male,49350.00,20942.00,713,509.23,Gen X,Medium Risk (600-740)
505,39,Female,30383.00,58466.00,609,2309.16,Millennials,Medium Risk (600-740)
1083,44,Female,38568.00,66300.00,756,2062.85,Millennials,Low Risk (>740)
1656,35,Female,41141.00,81016.00,706,2363.07,Millennials,Medium Risk (600-740)
568,24,Male,38526.00,60556.00,778,1886.19,Gen Z,Low Risk (>740)
1373,35,Female,34181.00,50668.00,764,1778.81,Millennials,Low Risk (>740)
667,83,Male,41763.00,2279.00,714,65.48,Boomers+,Medium Risk (600-740)
480,50,Male,86113.00,177353.00,713,2471.45,Gen X,Medium Risk (600-740)
569,52,Male,45625.00,81136.00,662,2133.99,Gen X,Medium Risk (600-740)
1600,62,Female,101193.00,124771.00,747,1479.60,Boomers+,Low Risk (>740)
1063,64,Male,37898.00,36994.00,716,1171.38,Boomers+,Medium Risk (600-740)
32,82,Female,52315.00,3174.00,695,72.81,Boomers+,Medium Risk (600-740)
1040,28,Female,80060.00,0.00,689,0.00,Gen Z,Medium Risk (600-740)
396,89,Female,50341.00,3270.00,735,77.95,Boomers+,Medium Risk (600-740)
1498,47,Female,50790.00,3547.00,726,83.80,Gen X,Medium Risk (600-740)
104,33,Female,37384.00,49182.00,713,1578.71,Millennials,Medium Risk (600-740)
1062,58,Male,35274.00,35234.00,708,1198.64,Gen X,Medium Risk (600-740)
1845,30,Male,47300.00,93788.00,784,2379.40,Millennials,Low Risk (>740)
1657,35,Male,26201.00,42551.00,655,1948.83,Millennials,Medium Risk (600-740)
1106,62,Female,20783.00,23623.00,699,1363.98,Boomers+,Medium Risk (600-740)
1867,33,Male,43968.00,71218.00,644,1943.72,Millennials,Medium Risk (600-740)
1045,27,Male,33778.00,10058.00,757,357.32,Gen Z,Low Risk (>740)
1786,48,Female,38611.00,93255.00,755,2898.29,Gen X,Low Risk (>740)
1569,68,Female,39082.00,16870.00,722,517.99,Boomers+,Medium Risk (600-740)
899,29,Female,47891.00,114299.00,629,2863.98,Gen Z,Medium Risk (600-740)
1595,47,Female,52063.00,87549.00,753,2017.92,Gen X,Low Risk (>740)
446,23,Male,49342.00,56137.00,703,1365.25,Gen Z,Medium Risk (600-740)
53,49,Female,39700.00,59062.00,701,1785.25,Gen X,Medium Risk (600-740)
1136,23,Male,68767.00,119831.00,723,2091.08,Gen Z,Medium Risk (600-740)
551,65,Male,39543.00,53182.00,776,1613.90,Boomers+,Low Risk (>740)
1491,41,Female,46209.00,56034.00,710,1455.15,Millennials,Medium Risk (600-740)
330,36,Male,64419.00,183210.00,711,3412.84,Millennials,Medium Risk (600-740)
392,50,Female,33098.00,59605.00,775,2161.04,Gen X,Low Risk (>740)
1144,57,Female,30495.00,70825.00,773,2787.01,Gen X,Low Risk (>740)
1163,45,Male,67170.00,114251.00,489,2041.11,Millennials,High Risk (<600)
230,39,Female,35501.00,78801.00,693,2663.62,Millennials,Medium Risk (600-740)
1066,46,Female,54124.00,0.00,727,0.00,Gen X,Medium Risk (600-740)
460,65,Male,40957.00,64144.00,608,1879.36,Boomers+,Medium Risk (600-740)
1661,42,Female,72478.00,63078.00,728,1044.37,Millennials,Medium Risk (600-740)
1926,70,Female,26574.00,5244.00,689,236.80,Boomers+,Medium Risk (600-740)
27,78,Female,23821.00,22427.00,613,1129.78,Boomers+,Medium Risk (600-740)
365,55,Female,38165.00,45891.00,719,1442.92,Gen X,Medium Risk (600-740)
50,68,Female,39238.00,85457.00,702,2613.50,Boomers+,Medium Risk (600-740)
653,19,Female,51601.00,79143.00,745,1840.50,Gen Z,Low Risk (>740)
743,44,Female,32491.00,24515.00,682,905.42,Millennials,Medium Risk (600-740)
999,19,Female,48308.00,106571.00,703,2647.29,Gen Z,Medium Risk (600-740)
940,49,Female,41800.00,67836.00,699,1947.44,Gen X,Medium Risk (600-740)
534,27,Female,60510.00,23196.00,790,460.01,Gen Z,Low Risk (>740)
1460,24,Female,61760.00,163824.00,590,3183.11,Gen Z,High Risk (<600)
59,85,Female,25066.00,424.00,695,20.30,Boomers+,Medium Risk (600-740)
1908,78,Female,44469.00,12777.00,733,344.79,Boomers+,Medium Risk (600-740)
1436,21,Female,44842.00,54189.00,500,1450.13,Gen Z,High Risk (<600)
1230,18,Male,29169.00,37230.00,754,1531.63,Gen Z,Low Risk (>740)
324,21,Female,87372.00,40547.00,792,556.89,Gen Z,Low Risk (>740)
992,46,Male,54881.00,3584.00,700,78.37,Gen X,Medium Risk (600-740)
198,49,Female,31497.00,30805.00,702,1173.64,Gen X,Medium Risk (600-740)
1017,24,Male,28703.00,94364.00,560,3945.12,Gen Z,High Risk (<600)
1813,35,Female,56350.00,120125.00,808,2558.12,Millennials,Low Risk (>740)
1989,31,Male,67886.00,7137.00,803,126.16,Millennials,Low Risk (>740)
1148,54,Male,36711.00,47490.00,687,1552.34,Gen X,Medium Risk (600-740)
872,61,Female,31505.00,59730.00,655,2275.07,Boomers+,Medium Risk (600-740)
458,46,Male,49068.00,123937.00,530,3030.99,Gen X,High Risk (<600)
920,41,Female,28704.00,103891.00,700,4343.27,Millennials,Medium Risk (600-740)
1598,82,Male,26126.00,1213.00,697,55.71,Boomers+,Medium Risk (600-740)
1876,50,Male,44587.00,17148.00,775,461.52,Gen X,Low Risk (>740)
412,25,Male,46822.00,0.00,810,0.00,Gen Z,Low Risk (>740)
190,40,Male,44452.00,12409.00,711,334.99,Millennials,Medium Risk (600-740)
163,37,Male,33108.00,44044.00,829,1596.38,Millennials,Low Risk (>740)
567,25,Male,33534.00,76166.00,761,2725.57,Gen Z,Low Risk (>740)
503,47,Female,29564.00,54279.00,694,2203.18,Gen X,Medium Risk (600-740)
469,67,Female,46945.00,17835.00,682,455.90,Boomers+,Medium Risk (600-740)
1851,48,Male,75682.00,37163.00,727,589.25,Gen X,Medium Risk (600-740)
1523,61,Female,39661.00,74740.00,850,2261.37,Boomers+,Low Risk (>740)
35,20,Male,48495.00,97630.00,773,2415.84,Gen Z,Low Risk (>740)
317,67,Female,19199.00,15091.00,715,943.24,Boomers+,Medium Risk (600-740)
1195,75,Male,40696.00,15691.00,801,462.68,Boomers+,Low Risk (>740)
1238,31,Female,96661.00,73401.00,721,911.24,Millennials,Medium Risk (600-740)
432,55,Female,26546.00,32087.00,686,1450.48,Gen X,Medium Risk (600-740)
1082,34,Female,33934.00,42945.00,622,1518.65,Millennials,Medium Risk (600-740)
120,50,Female,61008.00,0.00,781,0.00,Gen X,Low Risk (>740)
1289,33,Male,42808.00,117011.00,758,3280.07,Millennials,Low Risk (>740)
1502,21,Male,90104.00,85204.00,787,1134.74,Gen Z,Low Risk (>740)
1497,55,Female,35553.00,76077.00,623,2567.78,Gen X,Medium Risk (600-740)
1047,26,Male,53554.00,119852.00,689,2685.56,Gen Z,Medium Risk (600-740)
0,33,Male,59613.00,36199.00,763,728.68,Millennials,Low Risk (>740)
351,91,Female,17150.00,375.00,807,26.24,Boomers+,Low Risk (>740)
1797,67,Male,30962.00,15336.00,743,594.38,Boomers+,Low Risk (>740)
1386,59,Male,37927.00,79299.00,712,2509.00,Gen X,Medium Risk (600-740)
1122,33,Female,69706.00,97070.00,785,1671.08,Millennials,Low Risk (>740)
255,18,Female,43253.00,56323.00,718,1562.61,Gen Z,Medium Risk (600-740)
765,18,Male,36101.00,46425.00,778,1543.17,Gen Z,Low Risk (>740)
703,53,Female,40363.00,111112.00,711,3303.38,Gen X,Medium Risk (600-740)
1919,83,Male,80493.00,2027.00,610,30.22,Boomers+,Medium Risk (600-740)
791,78,Female,39263.00,24246.00,645,741.03,Boomers+,Medium Risk (600-740)
199,67,Female,78329.00,40161.00,720,615.27,Boomers+,Medium Risk (600-740)
282,42,Male,25585.00,59827.00,702,2806.03,Millennials,Medium Risk (600-740)
908,62,Male,46256.00,106753.00,650,2769.45,Boomers+,Medium Risk (600-740)
880,28,Male,39354.00,26700.00,685,814.15,Gen Z,Medium Risk (600-740)
770,35,Male,60746.00,88165.00,706,1741.65,Millennials,Medium Risk (600-740)
1169,51,Female,61901.00,29627.00,726,574.34,Gen X,Medium Risk (600-740)
522,26,Female,43454.00,79295.00,774,2189.76,Gen Z,Low Risk (>740)
1736,43,Male,45789.00,94014.00,695,2463.84,Millennials,Medium Risk (600-740)
506,56,Male,52841.00,36288.00,733,824.09,Gen X,Medium Risk (600-740)
131,23,Female,37717.00,60367.00,688,1920.63,Gen Z,Medium Risk (600-740)
76,22,Female,51613.00,62635.00,649,1456.26,Gen Z,Medium Risk (600-740)
249,42,Female,29835.00,46702.00,618,1878.41,Millennials,Medium Risk (600-740)
1279,78,Male,62103.00,33545.00,509,648.18,Boomers+,High Risk (<600)
1652,51,Female,42749.00,53471.00,728,1500.98,Gen X,Medium Risk (600-740)
739,38,Female,69171.00,102537.00,622,1778.84,Millennials,Medium Risk (600-740)
1475,98,Female,42306.00,472.00,725,13.39,Boomers+,Medium Risk (600-740)
1251,29,Female,42150.00,39663.00,750,1129.20,Gen Z,Low Risk (>740)
1119,23,Female,47589.00,114020.00,763,2875.12,Gen Z,Low Risk (>740)
592,68,Male,23993.00,2573.00,714,128.69,Boomers+,Medium Risk (600-740)
692,52,Female,42701.00,53696.00,701,1508.99,Gen X,Medium Risk (600-740)
1065,41,Female,56320.00,84614.00,792,1802.86,Millennials,Low Risk (>740)
1764,59,Male,31550.00,26738.00,710,1016.98,Gen X,Medium Risk (600-740)
1830,56,Male,32418.00,84507.00,758,3128.15,Gen X,Low Risk (>740)
157,47,Male,32847.00,3230.00,785,118.00,Gen X,Low Risk (>740)
676,40,Male,65053.00,83571.00,775,1541.59,Millennials,Low Risk (>740)
1481,72,Male,2422.00,810.00,632,401.32,Boomers+,Medium Risk (600-740)
1902,36,Female,32522.00,28260.00,769,1042.74,Millennials,Low Risk (>740)
123,43,Female,36315.00,0.00,824,0.00,Millennials,Low Risk (>740)
1995,64,Female,39206.00,9219.00,605,282.17,Boomers+,Medium Risk (600-740)
1688,27,Female,33641.00,40696.00,743,1451.66,Gen Z,Low Risk (>740)
1895,56,Female,40848.00,146608.00,706,4306.93,Gen X,Medium Risk (600-740)
1891,47,Female,34112.00,39842.00,725,1401.57,Gen X,Medium Risk (600-740)
453,26,Female,128775.00,232506.00,655,2166.63,Gen Z,Medium Risk (600-740)
341,50,Male,104045.00,0.00,734,0.00,Gen X,Medium Risk (600-740)
1571,58,Female,51316.00,0.00,759,0.00,Gen X,Low Risk (>740)
1615,66,Female,48690.00,36262.00,701,893.70,Boomers+,Medium Risk (600-740)
1647,18,Female,35311.00,44783.00,684,1521.89,Gen Z,Medium Risk (600-740)
680,42,Female,27354.00,42226.00,799,1852.42,Millennials,Low Risk (>740)
52,56,Female,63796.00,82173.00,730,1545.67,Gen X,Medium Risk (600-740)
1387,28,Male,66237.00,146680.00,785,2657.37,Gen Z,Low Risk (>740)
1034,58,Female,55569.00,76181.00,698,1645.11,Gen X,Medium Risk (600-740)
677,40,Male,67226.00,128174.00,729,2287.94,Millennials,Medium Risk (600-740)
440,43,Female,106159.00,144773.00,703,1636.48,Millennials,Medium Risk (600-740)
338,68,Female,50258.00,0.00,686,0.00,Boomers+,Medium Risk (600-740)
1120,44,Female,54981.00,121701.00,737,2656.21,Millennials,Medium Risk (600-740)
1127,59,Male,35590.00,92603.00,720,3122.33,Gen X,Medium Risk (600-740)
1662,41,Male,49967.00,58582.00,712,1406.90,Millennials,Medium Risk (600-740)
1462,30,Female,37610.00,64933.00,586,2071.78,Millennials,High Risk (<600)
1848,31,Female,50599.00,83732.00,791,1985.78,Millennials,Low Risk (>740)
1444,64,Male,66885.00,144703.00,698,2596.15,Boomers+,Medium Risk (600-740)
45,61,Female,63781.00,111808.00,654,2103.60,Boomers+,Medium Risk (600-740)
1102,49,Female,94733.00,0.00,707,0.00,Gen X,Medium Risk (600-740)
1636,49,Male,24598.00,23019.00,695,1122.97,Gen X,Medium Risk (600-740)
502,46,Male,36440.00,30574.00,745,1006.83,Gen X,Low Risk (>740)
1630,24,Male,31693.00,98206.00,719,3718.40,Gen Z,Medium Risk (600-740)
